x1,y1,x2,y2,confidence,class_name,tracker_id
411,221,424,241,0.657,'hummingbird',23
411,221,423,241,0.668,'hummingbird',23
411,221,423,241,0.675,'hummingbird',23
411,221,423,241,0.668,'hummingbird',23
411,221,424,241,0.676,'hummingbird',23
411,221,424,241,0.673,'hummingbird',23
411,221,424,241,0.669,'hummingbird',23
411,221,424,242,0.722,'hummingbird',23
411,221,424,242,0.714,'hummingbird',23
411,221,424,242,0.71,'hummingbird',23
411,221,424,242,0.711,'hummingbird',23
411,221,424,242,0.716,'hummingbird',23
437,333,452,354,0.857,'hummingbird',26
410,222,424,242,0.715,'hummingbird',23
437,331,454,349,0.769,'hummingbird',26
410,222,424,242,0.714,'hummingbird',23
438,332,453,353,0.845,'hummingbird',26
410,222,424,242,0.714,'hummingbird',23
438,332,453,350,0.803,'hummingbird',26
410,222,424,242,0.716,'hummingbird',23
439,332,454,353,0.848,'hummingbird',26
411,222,424,242,0.7,'hummingbird',23
437,333,455,350,0.809,'hummingbird',26
411,222,424,242,0.703,'hummingbird',23
435,333,453,353,0.847,'hummingbird',26
411,222,424,242,0.702,'hummingbird',23
436,332,452,353,0.841,'hummingbird',26
410,222,424,242,0.693,'hummingbird',23
440,332,456,351,0.829,'hummingbird',26
411,222,424,242,0.697,'hummingbird',23
442,333,457,357,0.861,'hummingbird',26
411,222,424,242,0.699,'hummingbird',23
443,334,459,356,0.866,'hummingbird',26
410,222,424,242,0.702,'hummingbird',23
443,334,460,358,0.862,'hummingbird',26
410,222,424,242,0.694,'hummingbird',23
444,334,463,356,0.862,'hummingbird',26
411,221,424,242,0.695,'hummingbird',23
444,334,462,358,0.864,'hummingbird',26
411,221,424,242,0.694,'hummingbird',23
444,334,463,357,0.858,'hummingbird',26
411,221,424,242,0.696,'hummingbird',23
444,335,461,362,0.848,'hummingbird',26
411,221,424,242,0.695,'hummingbird',23
444,335,461,356,0.863,'hummingbird',26
411,221,424,242,0.695,'hummingbird',23
443,335,460,360,0.858,'hummingbird',26
411,221,424,242,0.692,'hummingbird',23
443,335,460,357,0.864,'hummingbird',26
411,222,424,242,0.69,'hummingbird',23
442,335,460,360,0.857,'hummingbird',26
411,221,425,242,0.7,'hummingbird',23
442,335,460,357,0.862,'hummingbird',26
411,221,425,242,0.703,'hummingbird',23
441,335,460,358,0.86,'hummingbird',26
411,221,425,242,0.695,'hummingbird',23
441,335,460,358,0.86,'hummingbird',26
411,221,425,242,0.706,'hummingbird',23
441,335,460,358,0.861,'hummingbird',26
411,221,425,242,0.713,'hummingbird',23
441,335,460,359,0.862,'hummingbird',26
411,221,425,242,0.708,'hummingbird',23
441,335,459,358,0.864,'hummingbird',26
411,221,424,242,0.728,'hummingbird',23
444,335,458,358,0.862,'hummingbird',26
411,221,424,242,0.72,'hummingbird',23
411,221,424,242,0.722,'hummingbird',23
411,221,424,242,0.723,'hummingbird',23
411,221,424,242,0.723,'hummingbird',23
411,221,424,242,0.725,'hummingbird',23
411,221,425,242,0.729,'hummingbird',23
411,221,424,242,0.728,'hummingbird',23
411,221,424,242,0.731,'hummingbird',23
410,221,424,242,0.735,'hummingbird',23
410,221,424,242,0.736,'hummingbird',23
410,221,424,242,0.738,'hummingbird',23
410,221,424,242,0.739,'hummingbird',23
818,333,841,369,0.742,'hummingbird',27
410,221,424,242,0.741,'hummingbird',23
815,334,840,367,0.751,'hummingbird',27
410,221,424,242,0.738,'hummingbird',23
814,334,839,368,0.739,'hummingbird',27
410,221,424,242,0.739,'hummingbird',23
410,221,424,242,0.741,'hummingbird',23
816,334,841,368,0.692,'hummingbird',27
817,333,842,367,0.776,'hummingbird',27
410,221,424,242,0.741,'hummingbird',23
410,221,424,242,0.738,'hummingbird',23
815,337,842,369,0.548,'hummingbird',27
410,221,424,242,0.739,'hummingbird',23
815,336,844,367,0.626,'hummingbird',27
410,221,424,242,0.741,'hummingbird',23
816,337,843,370,0.643,'hummingbird',27
410,221,424,242,0.732,'hummingbird',23
815,338,842,370,0.557,'hummingbird',27
410,221,424,242,0.73,'hummingbird',23
817,337,842,371,0.706,'hummingbird',27
410,221,424,242,0.733,'hummingbird',23
410,221,424,242,0.734,'hummingbird',23
410,221,424,242,0.733,'hummingbird',23
410,221,424,242,0.736,'hummingbird',23
410,221,424,242,0.741,'hummingbird',23
410,221,424,242,0.733,'hummingbird',23
410,221,424,242,0.761,'hummingbird',23
448,241,468,265,0.798,'hummingbird',28
448,243,468,273,0.804,'hummingbird',28
449,243,470,265,0.867,'hummingbird',28
450,243,469,270,0.852,'hummingbird',28
450,242,469,267,0.858,'hummingbird',28
450,242,469,265,0.872,'hummingbird',28
450,242,468,270,0.851,'hummingbird',28
451,242,472,263,0.87,'hummingbird',28
451,242,472,263,0.87,'hummingbird',28
450,241,472,264,0.871,'hummingbird',28
450,241,472,264,0.871,'hummingbird',28
450,241,472,264,0.869,'hummingbird',28
447,243,468,264,0.662,'hummingbird',28
411,221,424,242,0.717,'hummingbird',23
410,221,424,242,0.731,'hummingbird',23
410,221,424,242,0.69,'hummingbird',23
410,221,423,241,0.7,'hummingbird',23
410,221,423,241,0.69,'hummingbird',23
410,221,423,241,0.714,'hummingbird',23
410,221,423,241,0.705,'hummingbird',23
410,221,423,241,0.697,'hummingbird',23
410,221,423,241,0.694,'hummingbird',23
410,221,424,241,0.69,'hummingbird',23
410,221,423,241,0.706,'hummingbird',23
410,221,424,241,0.687,'hummingbird',23
410,221,423,241,0.663,'hummingbird',23
411,222,424,242,0.692,'hummingbird',23
411,221,425,242,0.688,'hummingbird',23
411,221,425,242,0.693,'hummingbird',23
411,221,425,242,0.694,'hummingbird',23
411,221,425,242,0.717,'hummingbird',23
411,221,425,242,0.727,'hummingbird',23
411,221,424,242,0.734,'hummingbird',23
410,221,424,242,0.75,'hummingbird',23
410,221,424,242,0.749,'hummingbird',23
410,221,424,241,0.731,'hummingbird',23
410,221,424,241,0.727,'hummingbird',23
410,221,424,242,0.723,'hummingbird',23
410,221,424,242,0.72,'hummingbird',23
410,221,424,242,0.717,'hummingbird',23
411,221,424,242,0.721,'hummingbird',23
411,221,424,242,0.717,'hummingbird',23
411,221,424,242,0.713,'hummingbird',23
410,221,424,242,0.735,'hummingbird',23
410,221,424,242,0.716,'hummingbird',23
411,222,424,242,0.718,'hummingbird',23
409,222,425,243,0.671,'hummingbird',23
411,221,425,242,0.723,'hummingbird',23
410,222,425,242,0.695,'hummingbird',23
411,221,426,242,0.745,'hummingbird',23
410,221,427,243,0.75,'hummingbird',23
413,222,425,242,0.637,'hummingbird',23
413,222,425,245,0.793,'hummingbird',23
412,222,425,246,0.833,'hummingbird',23
412,222,425,247,0.833,'hummingbird',23
412,221,425,242,0.63,'hummingbird',23
413,221,426,243,0.665,'hummingbird',23
320,366,339,386,0.835,'hummingbird',29
412,221,425,242,0.673,'hummingbird',23
316,369,331,392,0.827,'hummingbird',29
412,221,425,243,0.66,'hummingbird',23
412,221,425,243,0.671,'hummingbird',23
311,361,332,388,0.84,'hummingbird',29
412,221,425,243,0.67,'hummingbird',23
316,361,330,384,0.866,'hummingbird',29
412,221,425,243,0.69,'hummingbird',23
316,361,331,383,0.867,'hummingbird',29
412,221,425,243,0.691,'hummingbird',23
315,361,330,387,0.835,'hummingbird',29
412,221,425,243,0.692,'hummingbird',23
313,362,331,384,0.863,'hummingbird',29
413,221,426,243,0.699,'hummingbird',23
312,364,331,385,0.84,'hummingbird',29
412,221,425,243,0.69,'hummingbird',23
312,366,329,385,0.812,'hummingbird',29
412,221,425,243,0.688,'hummingbird',23
313,366,330,387,0.806,'hummingbird',29
412,221,425,242,0.68,'hummingbird',23
313,366,330,386,0.814,'hummingbird',29
412,221,425,242,0.705,'hummingbird',23
312,367,330,386,0.802,'hummingbird',29
412,221,425,242,0.711,'hummingbird',23
311,368,330,386,0.785,'hummingbird',29
412,221,425,242,0.708,'hummingbird',23
312,368,329,386,0.765,'hummingbird',29
412,221,425,242,0.711,'hummingbird',23
313,369,330,390,0.813,'hummingbird',29
412,221,425,242,0.703,'hummingbird',23
312,368,329,387,0.745,'hummingbird',29
412,221,425,242,0.7,'hummingbird',23
311,369,329,387,0.741,'hummingbird',29
412,221,425,242,0.705,'hummingbird',23
412,221,425,242,0.701,'hummingbird',23
312,371,326,386,0.626,'hummingbird',29
412,221,425,242,0.699,'hummingbird',23
412,221,425,242,0.687,'hummingbird',23
412,221,425,242,0.687,'hummingbird',23
412,221,425,242,0.667,'hummingbird',23
412,221,425,242,0.666,'hummingbird',23
315,264,334,284,0.856,'hummingbird',30
412,221,425,242,0.638,'hummingbird',23
315,265,334,303,0.845,'hummingbird',30
412,221,425,242,0.617,'hummingbird',23
313,266,334,297,0.847,'hummingbird',30
412,221,425,242,0.622,'hummingbird',23
315,265,332,300,0.851,'hummingbird',30
412,221,425,242,0.623,'hummingbird',23
412,221,425,242,0.644,'hummingbird',23
413,221,425,243,0.638,'hummingbird',23
411,221,426,243,0.771,'hummingbird',23
412,221,426,242,0.763,'hummingbird',23
411,221,426,243,0.736,'hummingbird',23
412,221,425,243,0.753,'hummingbird',23
411,221,426,243,0.771,'hummingbird',23
412,221,425,243,0.754,'hummingbird',23
412,221,425,243,0.762,'hummingbird',23
412,221,425,243,0.766,'hummingbird',23
412,221,425,243,0.765,'hummingbird',23
412,221,425,243,0.769,'hummingbird',23
412,221,425,243,0.762,'hummingbird',23
412,221,425,243,0.764,'hummingbird',23
412,221,425,243,0.765,'hummingbird',23
412,221,425,243,0.764,'hummingbird',23
412,221,425,243,0.768,'hummingbird',23
412,221,425,243,0.774,'hummingbird',23
412,221,425,243,0.768,'hummingbird',23
411,221,426,245,0.737,'hummingbird',23
412,221,425,243,0.722,'hummingbird',23
410,221,426,244,0.581,'hummingbird',23
412,221,425,244,0.757,'hummingbird',23
412,221,425,243,0.751,'hummingbird',23
412,221,425,243,0.774,'hummingbird',23
412,221,426,243,0.761,'hummingbird',23
412,221,426,243,0.756,'hummingbird',23
411,221,424,242,0.767,'hummingbird',23
411,221,425,243,0.751,'hummingbird',23
411,221,425,243,0.753,'hummingbird',23
411,221,425,242,0.766,'hummingbird',23
411,221,425,243,0.77,'hummingbird',23
412,221,425,243,0.555,'hummingbird',23
412,221,425,243,0.515,'hummingbird',23
411,221,425,244,0.626,'hummingbird',23
413,221,426,243,0.498,'hummingbird',23
413,221,426,243,0.598,'hummingbird',23
412,221,426,243,0.617,'hummingbird',23
412,221,425,243,0.645,'hummingbird',23
425,212,451,228,0.778,'hummingbird',31
425,211,451,230,0.849,'hummingbird',31
415,219,441,236,0.813,'hummingbird',32
429,212,448,240,0.851,'hummingbird',31
435,212,460,235,0.816,'hummingbird',31
436,212,463,230,0.606,'hummingbird',31
416,220,443,244,0.71,'hummingbird',32
410,232,425,263,0.806,'hummingbird',33
410,227,427,268,0.813,'hummingbird',33
409,229,428,262,0.853,'hummingbird',33
410,227,424,268,0.776,'hummingbird',33
411,221,423,240,0.768,'hummingbird',23
410,221,424,241,0.739,'hummingbird',23
411,221,424,242,0.748,'hummingbird',23
411,221,424,242,0.719,'hummingbird',23
411,221,425,242,0.719,'hummingbird',23
412,221,425,242,0.679,'hummingbird',23
412,221,425,241,0.68,'hummingbird',23
412,221,425,242,0.682,'hummingbird',23
412,221,425,242,0.686,'hummingbird',23
412,221,425,242,0.669,'hummingbird',23
412,221,425,242,0.647,'hummingbird',23
412,221,425,242,0.707,'hummingbird',23
412,221,426,242,0.741,'hummingbird',23
412,221,426,242,0.749,'hummingbird',23
411,221,425,242,0.762,'hummingbird',23
411,221,424,242,0.776,'hummingbird',23
410,221,423,242,0.759,'hummingbird',23
410,221,423,241,0.76,'hummingbird',23
410,221,423,241,0.758,'hummingbird',23
410,221,423,241,0.759,'hummingbird',23
410,221,423,242,0.748,'hummingbird',23
410,221,424,242,0.755,'hummingbird',23
411,221,424,242,0.729,'hummingbird',23
411,222,425,242,0.74,'hummingbird',23
411,222,425,241,0.697,'hummingbird',23
412,222,427,242,0.76,'hummingbird',23
412,223,428,244,0.698,'hummingbird',23
412,223,427,244,0.699,'hummingbird',23
412,222,425,244,0.49,'hummingbird',23
411,223,426,245,0.724,'hummingbird',23
412,222,426,243,0.752,'hummingbird',23
412,223,427,246,0.773,'hummingbird',23
412,222,425,245,0.743,'hummingbird',23
410,221,423,241,0.736,'hummingbird',23
410,221,423,242,0.74,'hummingbird',23
410,221,423,242,0.72,'hummingbird',23
410,221,423,242,0.744,'hummingbird',23
410,221,423,241,0.735,'hummingbird',23
410,221,423,241,0.694,'hummingbird',23
410,221,423,241,0.716,'hummingbird',23
410,221,423,242,0.751,'hummingbird',23
410,221,423,241,0.762,'hummingbird',23
410,221,424,242,0.672,'hummingbird',23
411,221,425,242,0.712,'hummingbird',23
348,221,368,242,0.704,'hummingbird',34
348,222,368,240,0.726,'hummingbird',34
411,222,424,242,0.709,'hummingbird',23
348,222,368,240,0.759,'hummingbird',34
411,222,424,242,0.699,'hummingbird',23
348,222,368,241,0.717,'hummingbird',34
411,221,424,242,0.677,'hummingbird',23
348,222,367,241,0.698,'hummingbird',34
411,222,424,242,0.661,'hummingbird',23
346,224,364,251,0.849,'hummingbird',34
410,222,425,242,0.679,'hummingbird',23
341,224,368,245,0.852,'hummingbird',34
410,221,425,242,0.685,'hummingbird',23
345,223,363,244,0.81,'hummingbird',34
410,222,425,242,0.78,'hummingbird',23
411,221,425,242,0.67,'hummingbird',23
330,210,358,238,0.872,'hummingbird',35
410,221,424,242,0.753,'hummingbird',23
328,216,357,240,0.857,'hummingbird',35
410,221,424,242,0.778,'hummingbird',23
328,217,357,240,0.86,'hummingbird',35
410,221,423,242,0.743,'hummingbird',23
332,219,359,240,0.869,'hummingbird',35
410,221,423,242,0.735,'hummingbird',23
332,221,361,240,0.865,'hummingbird',35
410,221,424,242,0.655,'hummingbird',23
332,219,361,240,0.856,'hummingbird',35
410,221,423,242,0.681,'hummingbird',23
335,223,360,240,0.864,'hummingbird',35
410,221,423,242,0.682,'hummingbird',23
334,223,361,241,0.866,'hummingbird',35
410,221,424,242,0.66,'hummingbird',23
334,223,361,241,0.865,'hummingbird',35
411,221,425,242,0.626,'hummingbird',23
334,223,361,241,0.865,'hummingbird',35
411,221,425,242,0.6,'hummingbird',23
334,223,362,241,0.863,'hummingbird',35
411,222,425,242,0.635,'hummingbird',23
334,223,362,241,0.863,'hummingbird',35
411,221,425,242,0.622,'hummingbird',23
335,223,362,242,0.864,'hummingbird',35
411,221,425,242,0.652,'hummingbird',23
334,223,362,242,0.865,'hummingbird',35
411,221,425,241,0.676,'hummingbird',23
335,223,362,242,0.865,'hummingbird',35
411,221,425,242,0.662,'hummingbird',23
335,223,362,242,0.865,'hummingbird',35
411,221,425,242,0.661,'hummingbird',23
335,223,362,242,0.866,'hummingbird',35
411,221,425,242,0.667,'hummingbird',23
334,223,362,242,0.866,'hummingbird',35
410,221,425,242,0.707,'hummingbird',23
334,223,361,242,0.867,'hummingbird',35
410,221,425,242,0.713,'hummingbird',23
334,223,361,242,0.869,'hummingbird',35
411,221,426,242,0.677,'hummingbird',23
334,223,361,242,0.871,'hummingbird',35
411,221,425,242,0.686,'hummingbird',23
334,223,360,242,0.872,'hummingbird',35
411,221,425,242,0.691,'hummingbird',23
334,224,360,242,0.873,'hummingbird',35
409,221,422,241,0.699,'hummingbird',23
333,224,359,241,0.873,'hummingbird',35
409,221,422,241,0.708,'hummingbird',23
333,224,359,241,0.874,'hummingbird',35
409,221,422,241,0.704,'hummingbird',23
334,224,359,241,0.874,'hummingbird',35
409,221,422,241,0.708,'hummingbird',23
334,224,360,242,0.874,'hummingbird',35
409,221,422,241,0.693,'hummingbird',23
334,224,360,242,0.873,'hummingbird',35
410,221,423,242,0.665,'hummingbird',23
334,224,360,242,0.874,'hummingbird',35
411,222,424,242,0.663,'hummingbird',23
334,224,361,242,0.873,'hummingbird',35
411,221,424,241,0.657,'hummingbird',23
334,224,361,242,0.873,'hummingbird',35
410,222,424,241,0.663,'hummingbird',23
334,224,362,242,0.873,'hummingbird',35
411,222,425,242,0.671,'hummingbird',23
334,224,362,242,0.872,'hummingbird',35
410,222,425,242,0.7,'hummingbird',23
334,224,362,242,0.871,'hummingbird',35
410,222,425,242,0.682,'hummingbird',23
331,219,357,240,0.859,'hummingbird',35
410,221,424,241,0.744,'hummingbird',23
331,217,349,243,0.87,'hummingbird',35
410,221,424,241,0.755,'hummingbird',23
326,218,349,244,0.775,'hummingbird',35
410,221,424,241,0.758,'hummingbird',23
325,219,350,244,0.781,'hummingbird',35
409,222,423,241,0.775,'hummingbird',23
325,220,351,244,0.804,'hummingbird',35
410,221,424,242,0.775,'hummingbird',23
326,220,352,244,0.859,'hummingbird',35
409,221,423,241,0.764,'hummingbird',23
332,218,352,245,0.88,'hummingbird',35
409,221,423,241,0.741,'hummingbird',23
331,219,351,246,0.881,'hummingbird',35
409,221,422,241,0.734,'hummingbird',23
331,219,351,245,0.881,'hummingbird',35
409,221,422,241,0.729,'hummingbird',23
331,219,351,246,0.88,'hummingbird',35
409,221,422,241,0.731,'hummingbird',23
331,219,351,246,0.88,'hummingbird',35
409,221,422,241,0.741,'hummingbird',23
332,219,351,245,0.88,'hummingbird',35
409,221,423,241,0.755,'hummingbird',23
333,221,353,245,0.877,'hummingbird',35
410,221,423,241,0.748,'hummingbird',23
333,222,350,248,0.878,'hummingbird',35
410,221,424,241,0.762,'hummingbird',23
333,222,351,247,0.88,'hummingbird',35
411,222,424,241,0.754,'hummingbird',23
333,223,352,247,0.886,'hummingbird',35
410,222,424,241,0.741,'hummingbird',23
334,223,357,246,0.889,'hummingbird',35
411,221,425,241,0.682,'hummingbird',23
334,223,359,246,0.886,'hummingbird',35
411,221,425,241,0.631,'hummingbird',23
334,223,358,246,0.887,'hummingbird',35
410,221,425,241,0.746,'hummingbird',23
334,223,358,246,0.887,'hummingbird',35
410,221,425,241,0.747,'hummingbird',23
334,223,358,246,0.886,'hummingbird',35
411,221,426,241,0.753,'hummingbird',23
334,223,358,246,0.886,'hummingbird',35
411,221,426,241,0.751,'hummingbird',23
334,223,358,245,0.883,'hummingbird',35
410,221,425,242,0.755,'hummingbird',23
333,222,357,245,0.882,'hummingbird',35
410,221,425,242,0.739,'hummingbird',23
334,222,357,245,0.881,'hummingbird',35
410,221,424,242,0.739,'hummingbird',23
333,222,353,245,0.878,'hummingbird',35
410,221,424,241,0.749,'hummingbird',23
333,222,353,245,0.878,'hummingbird',35
410,221,424,242,0.756,'hummingbird',23
333,222,353,245,0.878,'hummingbird',35
409,221,423,241,0.744,'hummingbird',23
333,222,353,245,0.877,'hummingbird',35
410,221,423,241,0.745,'hummingbird',23
333,222,353,245,0.878,'hummingbird',35
410,221,423,241,0.742,'hummingbird',23
333,222,353,245,0.878,'hummingbird',35
410,221,423,241,0.742,'hummingbird',23
333,222,354,245,0.878,'hummingbird',35
410,221,423,241,0.737,'hummingbird',23
333,222,356,245,0.878,'hummingbird',35
410,221,424,242,0.733,'hummingbird',23
334,222,357,245,0.88,'hummingbird',35
410,221,424,241,0.719,'hummingbird',23
334,222,358,245,0.882,'hummingbird',35
411,221,425,241,0.731,'hummingbird',23
334,223,359,245,0.883,'hummingbird',35
411,221,425,241,0.738,'hummingbird',23
332,218,358,241,0.854,'hummingbird',35
412,221,425,241,0.726,'hummingbird',23
412,221,425,241,0.719,'hummingbird',23
412,221,425,241,0.705,'hummingbird',23
412,221,425,241,0.705,'hummingbird',23
412,221,425,241,0.73,'hummingbird',23
411,221,425,241,0.752,'hummingbird',23
411,221,425,242,0.77,'hummingbird',23
411,221,425,242,0.761,'hummingbird',23
410,221,423,241,0.727,'hummingbird',23
409,220,422,241,0.772,'hummingbird',23
409,220,422,241,0.771,'hummingbird',23
408,221,421,240,0.767,'hummingbird',23
409,221,422,241,0.738,'hummingbird',23
410,221,423,241,0.746,'hummingbird',23
410,221,424,241,0.738,'hummingbird',23
410,221,424,241,0.745,'hummingbird',23
411,221,424,242,0.697,'hummingbird',23
411,221,424,242,0.667,'hummingbird',23
411,222,424,242,0.681,'hummingbird',23
412,221,426,242,0.693,'hummingbird',23
412,221,425,241,0.653,'hummingbird',23
412,221,425,241,0.647,'hummingbird',23
412,221,426,241,0.725,'hummingbird',23
412,221,426,242,0.726,'hummingbird',23
411,221,426,242,0.752,'hummingbird',23
411,221,425,242,0.724,'hummingbird',23
411,221,425,242,0.723,'hummingbird',23
411,221,425,242,0.734,'hummingbird',23
410,221,424,241,0.718,'hummingbird',23
410,221,423,241,0.725,'hummingbird',23
409,221,422,241,0.737,'hummingbird',23
409,221,422,241,0.751,'hummingbird',23
409,221,422,241,0.757,'hummingbird',23
409,221,422,241,0.763,'hummingbird',23
409,221,422,241,0.766,'hummingbird',23
410,221,423,241,0.732,'hummingbird',23
411,221,425,242,0.703,'hummingbird',23
411,222,424,241,0.685,'hummingbird',23
411,222,425,242,0.665,'hummingbird',23
412,221,425,242,0.649,'hummingbird',23
412,221,425,241,0.655,'hummingbird',23
412,221,425,241,0.608,'hummingbird',23
411,221,424,241,0.641,'hummingbird',23
411,221,424,241,0.623,'hummingbird',23
410,221,424,241,0.713,'hummingbird',23
410,222,424,242,0.716,'hummingbird',23
410,221,424,242,0.724,'hummingbird',23
410,221,423,241,0.759,'hummingbird',23
409,221,422,241,0.749,'hummingbird',23
409,221,422,241,0.77,'hummingbird',23
409,221,422,241,0.768,'hummingbird',23
408,220,421,240,0.733,'hummingbird',23
408,220,421,240,0.731,'hummingbird',23
408,220,421,240,0.731,'hummingbird',23
409,221,422,241,0.738,'hummingbird',23
410,221,423,241,0.707,'hummingbird',23
410,221,423,241,0.654,'hummingbird',23
410,221,424,241,0.609,'hummingbird',23
411,221,425,242,0.645,'hummingbird',23
410,221,424,242,0.684,'hummingbird',23
411,221,425,242,0.708,'hummingbird',23
411,221,425,242,0.71,'hummingbird',23
411,221,425,241,0.692,'hummingbird',23
411,221,426,242,0.73,'hummingbird',23
411,221,425,242,0.746,'hummingbird',23
411,221,425,242,0.729,'hummingbird',23
410,221,424,242,0.751,'hummingbird',23
410,221,423,241,0.754,'hummingbird',23
410,221,423,241,0.757,'hummingbird',23
409,221,422,241,0.772,'hummingbird',23
409,221,422,242,0.776,'hummingbird',23
409,221,422,241,0.729,'hummingbird',23
409,221,422,241,0.711,'hummingbird',23
409,221,422,241,0.682,'hummingbird',23
409,221,422,241,0.656,'hummingbird',23
411,221,423,241,0.661,'hummingbird',23
412,221,425,242,0.588,'hummingbird',23
411,221,425,242,0.614,'hummingbird',23
411,221,425,242,0.588,'hummingbird',23
412,221,425,241,0.668,'hummingbird',23
412,221,425,241,0.682,'hummingbird',23
411,221,425,241,0.684,'hummingbird',23
412,221,425,241,0.691,'hummingbird',23
412,221,426,241,0.708,'hummingbird',23
411,221,423,241,0.701,'hummingbird',23
411,221,424,242,0.684,'hummingbird',23
411,221,423,242,0.701,'hummingbird',23
411,221,423,241,0.691,'hummingbird',23
346,190,368,209,0.781,'hummingbird',36
411,221,424,242,0.651,'hummingbird',23
344,195,365,216,0.842,'hummingbird',36
412,221,424,242,0.62,'hummingbird',23
410,221,423,242,0.674,'hummingbird',23
410,221,423,241,0.696,'hummingbird',23
410,221,423,241,0.691,'hummingbird',23
410,221,423,241,0.673,'hummingbird',23
348,190,366,210,0.85,'hummingbird',37
410,221,423,241,0.687,'hummingbird',23
410,221,423,241,0.71,'hummingbird',23
410,221,424,241,0.704,'hummingbird',23
411,221,423,242,0.57,'hummingbird',23
347,222,367,241,0.847,'hummingbird',38
411,221,423,242,0.536,'hummingbird',23
346,223,366,244,0.864,'hummingbird',38
411,221,423,243,0.556,'hummingbird',23
345,224,367,246,0.865,'hummingbird',38
411,221,424,243,0.543,'hummingbird',23
343,224,364,246,0.725,'hummingbird',38
411,221,424,243,0.515,'hummingbird',23
411,221,424,242,0.636,'hummingbird',23
348,225,368,263,0.753,'hummingbird',38
412,221,424,242,0.629,'hummingbird',23
412,222,425,242,0.65,'hummingbird',23
412,222,425,242,0.664,'hummingbird',23
412,222,425,242,0.668,'hummingbird',23
347,235,369,277,0.83,'hummingbird',38
412,222,425,242,0.665,'hummingbird',23
348,234,369,271,0.729,'hummingbird',38
412,222,425,242,0.56,'hummingbird',23
348,234,369,276,0.807,'hummingbird',38
412,222,425,242,0.639,'hummingbird',23
348,239,371,272,0.71,'hummingbird',38
412,222,425,242,0.643,'hummingbird',23
413,222,425,242,0.641,'hummingbird',23
348,224,369,275,0.632,'hummingbird',38
412,222,424,242,0.719,'hummingbird',23
412,222,424,242,0.715,'hummingbird',23
411,222,424,242,0.734,'hummingbird',23
411,222,424,242,0.738,'hummingbird',23
379,273,396,307,0.826,'hummingbird',39
411,221,424,242,0.75,'hummingbird',23
411,222,423,242,0.731,'hummingbird',23
424,235,450,264,0.861,'hummingbird',40
427,213,455,236,0.856,'hummingbird',41
423,213,447,239,0.86,'hummingbird',41
424,215,449,236,0.849,'hummingbird',41
418,218,444,238,0.834,'hummingbird',41
416,220,441,239,0.841,'hummingbird',41
416,218,439,237,0.861,'hummingbird',41
415,216,439,238,0.865,'hummingbird',41
414,215,439,239,0.866,'hummingbird',41
414,217,439,237,0.86,'hummingbird',41
414,218,439,238,0.848,'hummingbird',41
414,212,444,237,0.852,'hummingbird',41
413,219,440,239,0.809,'hummingbird',41
415,220,440,239,0.817,'hummingbird',41
414,216,439,238,0.859,'hummingbird',41
414,217,439,238,0.852,'hummingbird',41
414,219,440,239,0.842,'hummingbird',41
415,220,440,239,0.833,'hummingbird',41
415,216,440,239,0.857,'hummingbird',41
415,213,443,238,0.862,'hummingbird',41
420,217,439,245,0.866,'hummingbird',41
441,199,476,224,0.85,'hummingbird',42
442,203,468,227,0.808,'hummingbird',42
444,203,469,227,0.808,'hummingbird',42
444,203,468,232,0.784,'hummingbird',42
445,203,471,225,0.823,'hummingbird',42
445,202,471,226,0.839,'hummingbird',42
419,215,439,242,0.859,'hummingbird',41
415,218,438,238,0.861,'hummingbird',41
415,216,438,238,0.868,'hummingbird',41
415,213,444,238,0.867,'hummingbird',41
415,216,444,240,0.846,'hummingbird',41
416,218,439,239,0.856,'hummingbird',41
416,218,440,240,0.845,'hummingbird',41
415,217,444,240,0.839,'hummingbird',41
415,219,442,240,0.832,'hummingbird',41
415,221,439,240,0.845,'hummingbird',41
415,220,439,240,0.851,'hummingbird',41
414,221,439,240,0.85,'hummingbird',41
414,221,439,240,0.85,'hummingbird',41
415,221,439,240,0.851,'hummingbird',41
415,221,439,241,0.853,'hummingbird',41
415,221,439,241,0.853,'hummingbird',41
414,221,439,241,0.853,'hummingbird',41
414,221,439,241,0.854,'hummingbird',41
414,221,439,240,0.846,'hummingbird',41
420,218,440,239,0.655,'hummingbird',41
425,218,450,246,0.861,'hummingbird',41
424,218,444,243,0.773,'hummingbird',41
426,219,444,245,0.835,'hummingbird',41
426,219,451,246,0.855,'hummingbird',41
426,219,445,245,0.854,'hummingbird',41
420,218,439,247,0.797,'hummingbird',41
418,217,443,239,0.862,'hummingbird',41
415,221,443,240,0.758,'hummingbird',41
416,220,443,240,0.797,'hummingbird',41
416,221,441,240,0.842,'hummingbird',41
416,221,439,241,0.864,'hummingbird',41
415,221,439,241,0.865,'hummingbird',41
415,221,439,241,0.864,'hummingbird',41
415,221,439,241,0.866,'hummingbird',41
415,221,439,241,0.864,'hummingbird',41
415,221,439,241,0.863,'hummingbird',41
415,221,439,241,0.862,'hummingbird',41
414,221,439,241,0.86,'hummingbird',41
414,221,439,241,0.861,'hummingbird',41
415,221,439,241,0.86,'hummingbird',41
414,221,439,241,0.86,'hummingbird',41
414,221,439,241,0.86,'hummingbird',41
414,220,439,241,0.856,'hummingbird',41
415,221,439,241,0.859,'hummingbird',41
