x1,y1,x2,y2,confidence,class_name,tracker_id
408,221,423,242,0.754,'hummingbird',9
543,236,564,265,0.763,'hummingbird',11
409,221,423,242,0.737,'hummingbird',9
542,240,564,264,0.76,'hummingbird',11
409,222,424,242,0.718,'hummingbird',9
542,239,564,267,0.815,'hummingbird',11
409,221,424,242,0.717,'hummingbird',9
540,238,561,261,0.746,'hummingbird',11
409,222,424,242,0.716,'hummingbird',9
538,237,559,259,0.817,'hummingbird',11
409,221,424,242,0.735,'hummingbird',9
539,237,559,262,0.845,'hummingbird',11
409,222,424,242,0.746,'hummingbird',9
539,238,559,266,0.83,'hummingbird',11
409,221,424,242,0.735,'hummingbird',9
540,239,562,266,0.791,'hummingbird',11
408,222,423,242,0.75,'hummingbird',9
408,221,422,242,0.772,'hummingbird',9
540,240,564,261,0.648,'hummingbird',11
408,221,422,242,0.768,'hummingbird',9
540,239,563,260,0.666,'hummingbird',11
539,238,558,264,0.835,'hummingbird',11
408,221,422,242,0.766,'hummingbird',9
407,221,421,241,0.786,'hummingbird',9
407,221,421,241,0.798,'hummingbird',9
407,221,421,241,0.789,'hummingbird',9
540,229,559,258,0.821,'hummingbird',11
407,221,421,241,0.789,'hummingbird',9
407,221,421,241,0.788,'hummingbird',9
407,221,421,241,0.791,'hummingbird',9
407,221,421,241,0.765,'hummingbird',9
407,221,422,242,0.741,'hummingbird',9
407,221,422,242,0.706,'hummingbird',9
407,221,422,242,0.691,'hummingbird',9
408,221,423,242,0.705,'hummingbird',9
408,221,423,242,0.666,'hummingbird',9
408,222,423,242,0.682,'hummingbird',9
408,222,423,242,0.68,'hummingbird',9
408,221,423,242,0.681,'hummingbird',9
408,221,423,242,0.685,'hummingbird',9
409,221,422,241,0.738,'hummingbird',9
409,221,423,242,0.77,'hummingbird',9
409,221,423,242,0.714,'hummingbird',9
409,221,422,242,0.769,'hummingbird',9
409,221,422,242,0.789,'hummingbird',9
408,221,421,241,0.799,'hummingbird',9
408,221,421,241,0.793,'hummingbird',9
408,221,421,241,0.793,'hummingbird',9
216,209,234,229,0.831,'hummingbird',12
408,221,421,241,0.795,'hummingbird',9
217,206,236,231,0.849,'hummingbird',12
408,221,421,241,0.795,'hummingbird',9
216,206,234,222,0.794,'hummingbird',12
408,221,421,241,0.792,'hummingbird',9
216,202,235,221,0.841,'hummingbird',12
409,221,422,242,0.775,'hummingbird',9
217,202,235,219,0.833,'hummingbird',12
409,221,422,242,0.773,'hummingbird',9
216,202,231,229,0.838,'hummingbird',12
409,221,422,242,0.769,'hummingbird',9
218,200,237,221,0.851,'hummingbird',12
409,221,422,242,0.782,'hummingbird',9
217,200,236,221,0.858,'hummingbird',12
409,221,422,242,0.755,'hummingbird',9
217,199,236,222,0.858,'hummingbird',12
409,222,423,242,0.755,'hummingbird',9
217,201,236,220,0.838,'hummingbird',12
410,222,423,242,0.756,'hummingbird',9
217,200,233,229,0.845,'hummingbird',12
409,221,423,242,0.749,'hummingbird',9
217,200,235,221,0.862,'hummingbird',12
409,221,422,242,0.739,'hummingbird',9
215,201,231,225,0.843,'hummingbird',12
409,222,422,242,0.776,'hummingbird',9
216,201,235,220,0.854,'hummingbird',12
409,222,422,242,0.768,'hummingbird',9
218,200,238,224,0.86,'hummingbird',12
408,221,422,241,0.76,'hummingbird',9
217,201,232,224,0.862,'hummingbird',12
408,221,422,242,0.785,'hummingbird',9
217,200,235,219,0.853,'hummingbird',12
408,221,422,242,0.785,'hummingbird',9
217,200,235,219,0.851,'hummingbird',12
408,221,421,242,0.791,'hummingbird',9
215,201,231,225,0.853,'hummingbird',12
408,221,421,241,0.784,'hummingbird',9
216,201,234,217,0.834,'hummingbird',12
408,221,421,241,0.78,'hummingbird',9
218,201,237,228,0.85,'hummingbird',12
408,221,421,241,0.778,'hummingbird',9
218,198,236,214,0.794,'hummingbird',12
408,221,421,241,0.777,'hummingbird',9
219,198,237,218,0.851,'hummingbird',12
408,221,421,241,0.783,'hummingbird',9
218,198,236,215,0.823,'hummingbird',12
408,221,422,242,0.785,'hummingbird',9
218,197,236,217,0.843,'hummingbird',12
409,222,422,242,0.771,'hummingbird',9
218,197,236,214,0.825,'hummingbird',12
409,222,422,242,0.777,'hummingbird',9
219,197,236,221,0.852,'hummingbird',12
409,222,423,242,0.776,'hummingbird',9
217,197,237,216,0.838,'hummingbird',12
410,222,423,242,0.774,'hummingbird',9
221,196,239,218,0.844,'hummingbird',12
410,222,423,242,0.771,'hummingbird',9
219,194,243,218,0.839,'hummingbird',12
410,222,423,242,0.769,'hummingbird',9
410,222,423,242,0.763,'hummingbird',9
410,222,423,242,0.76,'hummingbird',9
233,183,255,204,0.85,'hummingbird',13
410,222,423,242,0.761,'hummingbird',9
228,182,246,209,0.822,'hummingbird',13
410,221,423,242,0.769,'hummingbird',9
228,182,247,203,0.803,'hummingbird',13
410,222,423,242,0.773,'hummingbird',9
228,180,246,209,0.824,'hummingbird',13
409,221,422,242,0.78,'hummingbird',9
409,221,422,242,0.778,'hummingbird',9
409,221,422,242,0.781,'hummingbird',9
409,221,422,242,0.788,'hummingbird',9
231,169,253,189,0.835,'hummingbird',14
409,221,422,242,0.791,'hummingbird',9
237,169,255,195,0.864,'hummingbird',14
409,221,422,242,0.791,'hummingbird',9
237,169,257,188,0.855,'hummingbird',14
409,221,422,242,0.792,'hummingbird',9
237,167,257,184,0.808,'hummingbird',14
409,221,422,242,0.785,'hummingbird',9
237,168,257,192,0.854,'hummingbird',14
409,221,422,242,0.765,'hummingbird',9
236,167,254,187,0.858,'hummingbird',14
409,221,422,242,0.748,'hummingbird',9
236,167,252,192,0.836,'hummingbird',14
409,221,422,242,0.717,'hummingbird',9
235,168,252,194,0.869,'hummingbird',14
409,221,422,242,0.729,'hummingbird',9
233,167,253,189,0.869,'hummingbird',14
409,221,422,242,0.728,'hummingbird',9
410,221,423,242,0.729,'hummingbird',9
232,167,252,194,0.713,'hummingbird',14
237,167,255,188,0.858,'hummingbird',14
410,221,423,242,0.73,'hummingbird',9
237,168,257,196,0.854,'hummingbird',14
410,221,423,242,0.713,'hummingbird',9
236,168,255,188,0.861,'hummingbird',14
410,221,423,242,0.721,'hummingbird',9
236,167,254,188,0.861,'hummingbird',14
410,221,423,242,0.717,'hummingbird',9
409,221,422,242,0.725,'hummingbird',9
228,166,250,194,0.704,'hummingbird',14
409,221,422,242,0.76,'hummingbird',9
232,167,253,183,0.745,'hummingbird',14
409,221,422,241,0.755,'hummingbird',9
409,221,422,241,0.754,'hummingbird',9
241,163,257,186,0.856,'hummingbird',15
409,221,422,242,0.787,'hummingbird',9
242,163,259,181,0.812,'hummingbird',15
409,221,422,242,0.784,'hummingbird',9
241,163,257,190,0.846,'hummingbird',15
409,221,422,242,0.781,'hummingbird',9
409,221,422,242,0.781,'hummingbird',9
409,221,422,242,0.783,'hummingbird',9
409,221,422,242,0.777,'hummingbird',9
245,153,262,174,0.846,'hummingbird',16
409,221,422,242,0.767,'hummingbird',9
247,155,267,183,0.873,'hummingbird',16
409,222,422,242,0.776,'hummingbird',9
249,155,268,177,0.87,'hummingbird',16
409,222,422,242,0.775,'hummingbird',9
248,155,267,183,0.871,'hummingbird',16
409,221,422,242,0.766,'hummingbird',9
249,154,267,176,0.857,'hummingbird',16
409,221,422,242,0.763,'hummingbird',9
248,155,265,182,0.864,'hummingbird',16
409,221,422,242,0.765,'hummingbird',9
252,148,267,175,0.786,'hummingbird',16
409,221,422,242,0.766,'hummingbird',9
409,221,422,242,0.766,'hummingbird',9
408,221,422,242,0.774,'hummingbird',9
408,221,422,242,0.777,'hummingbird',9
409,221,422,242,0.789,'hummingbird',9
409,222,426,244,0.865,'hummingbird',9
409,222,428,242,0.853,'hummingbird',9
408,223,426,247,0.848,'hummingbird',9
409,222,426,244,0.847,'hummingbird',9
408,222,421,246,0.723,'hummingbird',9
409,221,423,242,0.804,'hummingbird',9
409,221,422,242,0.811,'hummingbird',9
408,221,422,242,0.812,'hummingbird',9
409,221,422,242,0.815,'hummingbird',9
409,221,422,242,0.812,'hummingbird',9
409,221,423,242,0.797,'hummingbird',9
409,221,423,242,0.788,'hummingbird',9
409,222,423,242,0.774,'hummingbird',9
410,222,424,243,0.794,'hummingbird',9
410,222,424,243,0.806,'hummingbird',9
409,222,424,243,0.81,'hummingbird',9
409,222,425,243,0.814,'hummingbird',9
409,222,424,243,0.808,'hummingbird',9
409,222,424,243,0.808,'hummingbird',9
409,222,424,243,0.812,'hummingbird',9
409,221,423,242,0.805,'hummingbird',9
409,222,424,242,0.807,'hummingbird',9
409,221,424,242,0.813,'hummingbird',9
409,222,423,242,0.809,'hummingbird',9
409,222,423,242,0.809,'hummingbird',9
409,222,423,242,0.809,'hummingbird',9
409,221,423,242,0.804,'hummingbird',9
409,222,423,242,0.799,'hummingbird',9
408,222,423,242,0.798,'hummingbird',9
408,222,423,242,0.796,'hummingbird',9
409,222,423,242,0.795,'hummingbird',9
409,222,423,242,0.795,'hummingbird',9
409,222,424,242,0.788,'hummingbird',9
409,222,424,242,0.784,'hummingbird',9
409,222,423,242,0.791,'hummingbird',9
409,222,424,243,0.787,'hummingbird',9
409,221,424,243,0.785,'hummingbird',9
409,221,424,243,0.784,'hummingbird',9
409,221,424,243,0.785,'hummingbird',9
409,221,424,243,0.783,'hummingbird',9
409,222,424,243,0.792,'hummingbird',9
409,222,424,243,0.791,'hummingbird',9
409,222,424,243,0.791,'hummingbird',9
408,221,423,243,0.797,'hummingbird',9
408,221,423,243,0.798,'hummingbird',9
408,221,423,243,0.791,'hummingbird',9
410,222,423,242,0.673,'hummingbird',9
410,222,423,242,0.697,'hummingbird',9
410,221,423,242,0.702,'hummingbird',9
410,221,423,242,0.704,'hummingbird',9
410,221,423,242,0.697,'hummingbird',9
410,221,423,242,0.687,'hummingbird',9
410,221,423,242,0.682,'hummingbird',9
410,221,423,242,0.709,'hummingbird',9
410,221,423,242,0.735,'hummingbird',9
409,221,422,242,0.747,'hummingbird',9
409,222,422,242,0.769,'hummingbird',9
409,221,422,242,0.77,'hummingbird',9
409,221,422,242,0.775,'hummingbird',9
410,221,423,242,0.766,'hummingbird',9
410,221,423,242,0.766,'hummingbird',9
410,221,423,242,0.766,'hummingbird',9
410,221,423,242,0.765,'hummingbird',9
410,221,423,242,0.744,'hummingbird',9
410,221,423,242,0.747,'hummingbird',9
410,221,423,242,0.76,'hummingbird',9
410,221,423,242,0.75,'hummingbird',9
410,221,423,242,0.749,'hummingbird',9
410,221,423,242,0.754,'hummingbird',9
410,222,423,242,0.756,'hummingbird',9
410,222,424,242,0.751,'hummingbird',9
410,222,424,242,0.755,'hummingbird',9
410,222,424,242,0.755,'hummingbird',9
410,221,424,242,0.756,'hummingbird',9
410,221,423,242,0.749,'hummingbird',9
410,221,423,242,0.769,'hummingbird',9
410,221,423,242,0.769,'hummingbird',9
409,221,423,242,0.769,'hummingbird',9
409,221,423,242,0.768,'hummingbird',9
409,221,423,242,0.768,'hummingbird',9
409,221,423,242,0.768,'hummingbird',9
409,221,423,242,0.768,'hummingbird',9
409,221,423,242,0.767,'hummingbird',9
409,221,423,242,0.768,'hummingbird',9
410,221,423,242,0.741,'hummingbird',9
410,221,423,242,0.737,'hummingbird',9
410,221,423,242,0.745,'hummingbird',9
410,222,424,242,0.746,'hummingbird',9
410,221,424,242,0.746,'hummingbird',9
410,221,424,242,0.741,'hummingbird',9
410,221,423,242,0.741,'hummingbird',9
409,221,423,242,0.74,'hummingbird',9
409,221,423,242,0.752,'hummingbird',9
409,221,423,242,0.767,'hummingbird',9
409,221,423,242,0.775,'hummingbird',9
409,221,423,242,0.776,'hummingbird',9
409,221,423,242,0.78,'hummingbird',9
409,221,423,242,0.786,'hummingbird',9
409,221,423,242,0.794,'hummingbird',9
409,221,422,242,0.801,'hummingbird',9
409,221,422,242,0.8,'hummingbird',9
409,221,423,242,0.802,'hummingbird',9
409,221,423,242,0.799,'hummingbird',9
409,221,423,242,0.78,'hummingbird',9
409,221,423,242,0.775,'hummingbird',9
409,221,423,242,0.767,'hummingbird',9
410,221,423,242,0.751,'hummingbird',9
458,248,476,281,0.825,'hummingbird',17
460,249,480,286,0.832,'hummingbird',17
460,248,478,286,0.815,'hummingbird',17
457,249,478,279,0.851,'hummingbird',17
457,249,477,278,0.852,'hummingbird',17
458,249,478,279,0.84,'hummingbird',17
460,248,479,285,0.815,'hummingbird',17
460,250,477,275,0.74,'hummingbird',17
457,252,474,276,0.698,'hummingbird',17
454,253,476,276,0.718,'hummingbird',17
458,249,479,284,0.84,'hummingbird',17
455,238,476,261,0.86,'hummingbird',18
457,237,481,257,0.828,'hummingbird',18
455,238,480,261,0.858,'hummingbird',18
456,238,481,266,0.85,'hummingbird',18
456,238,480,265,0.853,'hummingbird',18
455,238,479,259,0.838,'hummingbird',18
455,238,480,256,0.776,'hummingbird',18
455,239,479,260,0.832,'hummingbird',18
455,239,480,267,0.845,'hummingbird',18
456,238,484,255,0.64,'hummingbird',18
455,238,483,262,0.818,'hummingbird',18
455,238,480,265,0.818,'hummingbird',18
455,237,479,260,0.842,'hummingbird',18
456,237,481,258,0.797,'hummingbird',18
457,237,481,259,0.815,'hummingbird',18
458,235,484,252,0.428,'hummingbird',18
456,238,481,257,0.766,'hummingbird',18
457,238,481,255,0.749,'hummingbird',18
461,237,483,265,0.858,'hummingbird',18
458,238,484,270,0.829,'hummingbird',18
459,237,484,263,0.836,'hummingbird',18
460,237,482,269,0.823,'hummingbird',18
458,237,479,270,0.826,'hummingbird',18
457,237,482,262,0.827,'hummingbird',18
458,237,482,267,0.818,'hummingbird',18
462,237,481,269,0.832,'hummingbird',18
463,237,490,266,0.794,'hummingbird',18
464,236,491,257,0.789,'hummingbird',18
464,235,491,253,0.815,'hummingbird',18
463,236,490,263,0.805,'hummingbird',18
463,236,489,260,0.765,'hummingbird',18
463,235,489,254,0.751,'hummingbird',18
462,237,486,267,0.794,'hummingbird',18
461,235,489,254,0.705,'hummingbird',18
462,235,489,252,0.724,'hummingbird',18
463,234,488,257,0.813,'hummingbird',18
463,233,491,250,0.765,'hummingbird',18
464,230,488,255,0.846,'hummingbird',18
202,382,213,396,0.758,'hummingbird',19
201,384,211,403,0.807,'hummingbird',19
201,384,211,401,0.777,'hummingbird',19
201,384,211,402,0.79,'hummingbird',19
200,384,213,397,0.507,'hummingbird',19
201,384,211,404,0.804,'hummingbird',19
200,381,211,396,0.741,'hummingbird',19
201,384,211,402,0.789,'hummingbird',19
202,379,213,398,0.808,'hummingbird',19
411,210,425,242,0.827,'hummingbird',20
410,211,430,243,0.855,'hummingbird',20
411,211,429,242,0.849,'hummingbird',20
412,211,428,243,0.848,'hummingbird',20
411,210,428,242,0.845,'hummingbird',20
411,210,427,243,0.848,'hummingbird',20
411,210,427,243,0.847,'hummingbird',20
411,210,427,242,0.847,'hummingbird',20
411,211,428,243,0.85,'hummingbird',20
411,211,428,242,0.85,'hummingbird',20
456,213,476,241,0.856,'hummingbird',21
456,212,478,239,0.861,'hummingbird',21
456,212,476,242,0.858,'hummingbird',21
457,212,477,240,0.859,'hummingbird',21
456,212,477,242,0.858,'hummingbird',21
456,212,473,246,0.858,'hummingbird',21
456,212,479,239,0.862,'hummingbird',21
455,213,476,239,0.86,'hummingbird',21
448,213,470,236,0.863,'hummingbird',21
434,202,456,224,0.849,'hummingbird',22
433,203,455,224,0.847,'hummingbird',22
433,203,453,228,0.836,'hummingbird',22
433,203,455,226,0.836,'hummingbird',22
428,211,454,226,0.418,'hummingbird',22
419,216,441,237,0.851,'hummingbird',23
414,220,440,236,0.655,'hummingbird',23
414,221,438,240,0.855,'hummingbird',20
415,221,438,238,0.823,'hummingbird',23
415,220,437,239,0.849,'hummingbird',23
415,221,438,238,0.834,'hummingbird',23
415,220,439,239,0.845,'hummingbird',23
414,220,438,238,0.834,'hummingbird',23
423,220,444,242,0.732,'hummingbird',22
461,199,484,223,0.865,'hummingbird',24
462,199,484,223,0.876,'hummingbird',24
460,199,485,223,0.875,'hummingbird',24
460,199,481,226,0.866,'hummingbird',24
458,202,481,234,0.853,'hummingbird',24
410,221,423,241,0.706,'hummingbird',23
409,221,422,241,0.71,'hummingbird',23
410,221,423,241,0.707,'hummingbird',23
410,221,423,241,0.704,'hummingbird',23
410,221,423,241,0.706,'hummingbird',23
410,221,423,241,0.711,'hummingbird',23
410,221,424,242,0.716,'hummingbird',23
411,221,424,242,0.717,'hummingbird',23
410,221,423,242,0.715,'hummingbird',23
410,221,423,242,0.716,'hummingbird',23
410,221,423,242,0.716,'hummingbird',23
410,221,423,242,0.72,'hummingbird',23
410,221,423,242,0.713,'hummingbird',23
410,221,423,241,0.719,'hummingbird',23
410,221,423,242,0.715,'hummingbird',23
409,221,422,241,0.711,'hummingbird',23
409,221,422,241,0.709,'hummingbird',23
409,221,422,241,0.706,'hummingbird',23
409,221,422,241,0.707,'hummingbird',23
409,221,422,241,0.707,'hummingbird',23
410,221,423,241,0.722,'hummingbird',23
410,221,423,241,0.72,'hummingbird',23
410,221,424,242,0.722,'hummingbird',23
410,221,424,242,0.718,'hummingbird',23
410,221,424,242,0.714,'hummingbird',23
410,221,424,242,0.715,'hummingbird',23
410,221,424,242,0.715,'hummingbird',23
411,221,424,242,0.719,'hummingbird',23
411,221,424,242,0.721,'hummingbird',23
411,221,424,242,0.711,'hummingbird',23
411,221,424,242,0.711,'hummingbird',23
411,221,424,242,0.707,'hummingbird',23
411,221,424,242,0.707,'hummingbird',23
411,221,424,242,0.709,'hummingbird',23
410,221,424,242,0.717,'hummingbird',23
411,221,424,242,0.72,'hummingbird',23
410,221,423,241,0.706,'hummingbird',23
410,221,422,241,0.683,'hummingbird',23
410,221,422,241,0.683,'hummingbird',23
410,221,423,241,0.7,'hummingbird',23
410,221,422,241,0.722,'hummingbird',23
409,221,422,241,0.728,'hummingbird',23
409,221,422,241,0.727,'hummingbird',23
409,221,422,241,0.725,'hummingbird',23
410,221,424,241,0.665,'hummingbird',23
380,257,396,281,0.763,'hummingbird',25
412,221,424,241,0.657,'hummingbird',23
379,257,396,278,0.753,'hummingbird',25
412,222,424,242,0.65,'hummingbird',23
380,257,396,281,0.801,'hummingbird',25
411,221,424,241,0.607,'hummingbird',23
378,257,396,279,0.72,'hummingbird',25
412,221,424,241,0.622,'hummingbird',23
378,257,396,279,0.704,'hummingbird',25
412,221,424,241,0.623,'hummingbird',23
378,257,396,281,0.708,'hummingbird',25
412,221,424,241,0.614,'hummingbird',23
378,256,396,279,0.804,'hummingbird',25
411,222,424,241,0.654,'hummingbird',23
379,256,396,281,0.783,'hummingbird',25
411,222,424,241,0.641,'hummingbird',23
379,256,396,279,0.826,'hummingbird',25
411,222,424,241,0.663,'hummingbird',23
381,256,396,280,0.814,'hummingbird',25
411,222,424,241,0.673,'hummingbird',23
410,221,424,241,0.629,'hummingbird',23
412,221,425,242,0.634,'hummingbird',23
412,221,425,242,0.644,'hummingbird',23
411,221,424,241,0.692,'hummingbird',23
412,221,425,241,0.67,'hummingbird',23
411,221,424,241,0.679,'hummingbird',23
411,221,424,241,0.691,'hummingbird',23
411,221,424,241,0.692,'hummingbird',23
411,221,424,241,0.683,'hummingbird',23
412,221,425,241,0.692,'hummingbird',23
412,221,425,241,0.678,'hummingbird',23
412,221,425,241,0.674,'hummingbird',23
412,221,425,241,0.7,'hummingbird',23
411,221,425,241,0.713,'hummingbird',23
412,221,425,241,0.711,'hummingbird',23
412,221,425,241,0.697,'hummingbird',23
411,221,424,241,0.711,'hummingbird',23
411,221,424,241,0.711,'hummingbird',23
411,221,424,241,0.712,'hummingbird',23
411,221,424,241,0.711,'hummingbird',23
411,221,424,241,0.73,'hummingbird',23
411,221,424,241,0.677,'hummingbird',23
410,221,424,241,0.727,'hummingbird',23
411,221,424,241,0.679,'hummingbird',23
410,221,424,241,0.699,'hummingbird',23
410,221,424,241,0.683,'hummingbird',23
411,221,423,241,0.664,'hummingbird',23
411,221,424,241,0.594,'hummingbird',23
